User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,Age_Group,Income_Tier,Engagement_Score,Revenue_Per_Visit,Recency_Score,CLV_Proxy,Interest_Category_Match,Power_User
#214,36,Male,Urban,76614,Sports,9,4,88,1199,Books,532,30,True,36-45,Mid,0.6475,135.23,20,352,0,1
#215,19,Male,Suburban,25105,Travel,24,5,87,3492,Health & Beauty,329,12,False,18-25,Low,0.4549,636.84,5,435,0,0
#216,61,Male,Urban,137666,Food,24,7,130,2872,Apparel,122,35,False,56+,High,0.5551,1412.46,5,910,0,0
#217,43,Male,Suburban,114848,Food,1,9,102,2580,Home & Kitchen,41,11,True,36-45,High,0.4354,3775.61,28,918,1,0
#218,49,Female,Suburban,22839,Technology,29,3,107,1645,Apparel,167,44,True,46-55,Low,0.4822,591.02,0,321,0,0
#219,23,Male,Rural,88920,Food,25,6,91,1170,Home & Kitchen,23,4,False,18-25,Mid,0.2644,3052.17,4,546,1,0
#220,49,Male,Suburban,63619,Food,22,5,168,1950,Books,279,25,False,46-55,Mid,0.5068,419.35,7,840,0,0
#221,21,Female,Suburban,62821,Sports,16,9,162,4298,Health & Beauty,469,48,False,18-25,Mid,0.9175,549.85,13,1458,1,0
#222,28,Male,Rural,145736,Sports,9,1,47,3039,Apparel,400,32,True,26-35,High,0.466,455.85,20,47,0,0
#223,34,Male,Suburban,33493,Technology,19,7,23,2003,Books,9,20,False,26-35,Low,0.3951,13353.33,10,161,0,0
#224,55,Male,Rural,37069,Fashion,12,9,145,778,Home & Kitchen,13,31,True,46-55,Low,0.5439,3590.77,17,1305,0,0
#225,41,Male,Rural,132443,Technology,19,8,100,1088,Apparel,52,4,True,36-45,High,0.3592,1255.38,10,800,0,0
#226,22,Male,Suburban,27531,Technology,22,4,63,2575,Apparel,209,38,True,18-25,Low,0.5082,739.23,7,252,0,0
#227,51,Male,Suburban,57051,Travel,9,9,139,1707,Books,550,47,True,46-55,Low,0.9588,186.22,20,1251,1,1
#228,23,Female,Urban,27736,Travel,7,3,110,2969,Apparel,402,1,False,18-25,Low,0.3512,443.13,22,330,0,0
#229,39,Female,Rural,27710,Technology,14,5,98,1602,Health & Beauty,191,3,True,36-45,Low,0.3177,503.25,15,490,0,0
#230,28,Male,Urban,87155,Technology,29,7,65,1889,Health & Beauty,51,37,True,26-35,Mid,0.5259,2222.35,0,455,0,0
#231,33,Male,Suburban,33975,Technology,19,2,103,1525,Books,393,22,False,26-35,Low,0.4383,232.82,10,206,0,0
#232,50,Female,Urban,82424,Food,19,9,102,2540,Home & Kitchen,300,17,True,46-55,Mid,0.6247,508.0,10,918,1,1
#233,26,Male,Rural,65603,Travel,2,0,93,2142,Books,196,14,False,26-35,Mid,0.195,655.71,27,0,1,0
#234,23,Male,Urban,43252,Technology,9,3,94,1378,Health & Beauty,417,41,True,18-25,Low,0.61,198.27,20,282,0,0
#235,33,Male,Rural,100797,Sports,13,3,198,2694,Electronics,420,35,False,26-35,Mid,0.5742,384.86,16,594,0,0
#236,46,Female,Suburban,21431,Sports,15,0,31,4789,Electronics,522,13,True,46-55,Low,0.3799,550.46,14,0,0,0
#237,20,Male,Suburban,94603,Food,3,8,44,2536,Apparel,356,35,True,18-25,Mid,0.7311,427.42,26,352,0,1
#238,37,Female,Rural,57481,Food,11,2,25,3903,Apparel,148,43,False,36-45,Mid,0.4259,1582.3,18,50,0,0
#239,53,Male,Suburban,112573,Fashion,21,4,59,2305,Electronics,365,2,True,46-55,High,0.3746,378.9,8,236,0,0
#240,36,Female,Suburban,29557,Fashion,14,5,131,1127,Health & Beauty,364,47,True,36-45,Low,0.6942,185.77,15,655,0,1
#241,43,Female,Suburban,94971,Fashion,25,7,137,3639,Apparel,402,13,False,36-45,Mid,0.5817,543.13,4,959,1,0
#242,20,Male,Suburban,123302,Food,8,5,122,3583,Books,492,16,True,18-25,High,0.5755,436.95,21,610,0,0
#243,36,Female,Rural,20162,Food,18,2,180,2341,Books,229,18,True,36-45,Low,0.3171,613.36,11,360,0,0
#244,37,Male,Urban,54742,Food,19,5,26,2865,Health & Beauty,575,7,False,36-45,Low,0.5679,298.96,10,130,0,0
#245,49,Female,Urban,39675,Sports,16,0,89,1273,Apparel,537,45,False,46-55,Low,0.5887,142.23,13,0,0,0
#246,24,Male,Suburban,93997,Food,2,3,195,3330,Books,268,36,False,18-25,Mid,0.4914,745.52,27,585,0,0
#247,58,Male,Urban,37015,Sports,8,5,139,3450,Apparel,405,41,False,56+,Low,0.6807,511.11,21,695,0,0
#248,50,Female,Urban,70057,Fashion,22,6,141,503,Apparel,11,30,False,46-55,Mid,0.4199,2743.64,7,846,1,0
#249,57,Male,Suburban,52591,Fashion,6,9,94,2825,Books,320,42,True,56+,Low,0.7927,529.69,23,846,0,1
#250,56,Male,Suburban,113583,Fashion,12,2,176,3482,Electronics,126,41,False,56+,High,0.4005,1658.1,17,352,0,0
#251,35,Female,Urban,146133,Technology,15,8,103,4263,Books,306,7,True,26-35,High,0.5268,835.88,14,824,0,0
#252,57,Male,Rural,120318,Technology,25,6,143,187,Health & Beauty,511,15,False,56+,High,0.6192,21.96,4,858,0,0
#253,18,Male,Suburban,29833,Travel,8,0,90,1258,Home & Kitchen,89,40,True,18-25,Low,0.2948,848.09,21,0,0,0
#254,28,Female,Rural,27896,Travel,4,1,78,4373,Books,355,19,True,26-35,Low,0.3583,739.1,25,78,1,0
#255,45,Female,Urban,52972,Travel,15,0,78,2957,Apparel,352,43,False,36-45,Low,0.4677,504.03,14,0,0,0
#256,42,Male,Suburban,69733,Technology,28,8,157,1481,Apparel,14,37,True,36-45,Mid,0.5431,6347.14,1,1256,0,0
#257,40,Male,Rural,140363,Technology,20,8,25,4781,Books,257,2,True,36-45,High,0.4669,1116.19,9,200,0,0
#258,48,Female,Suburban,61800,Travel,25,6,60,2164,Home & Kitchen,209,42,False,46-55,Mid,0.6109,621.24,4,360,0,0
#259,47,Female,Urban,116044,Travel,17,9,114,2474,Books,281,48,False,46-55,High,0.8073,528.26,12,1026,1,0
#260,59,Male,Rural,25347,Food,13,2,174,417,Home & Kitchen,443,13,False,56+,Low,0.4113,56.48,16,348,1,0
#261,52,Female,Urban,79063,Travel,18,4,179,1602,Home & Kitchen,389,40,False,46-55,Mid,0.6262,247.1,11,716,0,0
#262,24,Male,Urban,115850,Food,2,3,194,2142,Health & Beauty,483,41,True,18-25,High,0.6487,266.09,27,582,0,1
#263,33,Male,Suburban,22643,Sports,13,6,75,4698,Apparel,147,43,True,26-35,Low,0.5808,1917.55,16,450,0,0
#264,43,Male,Rural,60785,Technology,13,8,18,2122,Apparel,279,43,True,36-45,Mid,0.736,456.34,16,144,0,1
#265,19,Male,Urban,38681,Travel,22,1,116,218,Home & Kitchen,521,31,True,18-25,Low,0.5307,25.11,7,116,0,0
#266,18,Male,Urban,70026,Technology,15,7,109,809,Apparel,434,16,True,18-25,Mid,0.6192,111.84,14,763,0,0
#267,29,Female,Rural,123864,Technology,20,8,95,3657,Electronics,144,42,True,26-35,High,0.6506,1523.75,9,760,1,1
#268,22,Female,Urban,35892,Technology,29,9,73,4240,Home & Kitchen,289,44,False,18-25,Low,0.787,880.28,0,657,0,0
#269,54,Female,Urban,67299,Sports,27,9,31,4509,Apparel,386,6,True,46-55,Mid,0.6064,700.88,2,279,0,0
#270,49,Female,Rural,37073,Fashion,10,8,171,3350,Electronics,14,28,True,46-55,Low,0.4869,14357.14,19,1368,0,0
#271,26,Male,Rural,122304,Travel,29,9,192,517,Health & Beauty,257,32,True,26-35,High,0.6932,120.7,0,1728,0,1
#272,58,Male,Rural,50682,Fashion,3,6,166,2703,Apparel,346,44,False,56+,Low,0.7038,468.73,26,996,1,0
#273,52,Male,Rural,117798,Fashion,19,8,175,3954,Electronics,345,10,False,46-55,High,0.5684,687.65,10,1400,0,0
#274,36,Male,Suburban,146021,Fashion,3,8,119,1201,Books,400,18,False,36-45,High,0.6507,180.15,26,952,0,0
#275,33,Female,Rural,116894,Technology,22,2,106,4521,Books,207,4,False,26-35,High,0.2167,1310.43,7,212,0,0
#276,20,Male,Suburban,144302,Food,14,3,27,3528,Electronics,172,9,True,18-25,High,0.2663,1230.7,15,81,0,0
#277,37,Male,Suburban,34289,Technology,8,1,80,2361,Home & Kitchen,464,7,True,36-45,Low,0.3472,305.3,21,80,0,0
#278,41,Female,Suburban,135359,Technology,27,9,136,4269,Home & Kitchen,270,8,True,36-45,High,0.5509,948.67,2,1224,0,0
#279,50,Female,Urban,27927,Fashion,23,2,106,3734,Apparel,221,43,False,46-55,Low,0.4687,1013.76,6,212,1,0
#280,41,Female,Suburban,68330,Technology,4,4,10,608,Books,152,7,True,36-45,Mid,0.281,240.0,25,40,0,0
#281,28,Female,Suburban,86707,Fashion,27,4,141,2479,Home & Kitchen,183,41,True,26-35,Mid,0.5117,812.79,2,564,0,0
#282,25,Male,Urban,140279,Food,28,5,13,3264,Home & Kitchen,399,40,True,18-25,High,0.6709,490.83,1,65,1,1
#283,53,Male,Urban,97454,Travel,20,6,134,787,Books,72,3,False,46-55,Mid,0.2869,655.83,9,804,1,0
#284,55,Female,Urban,127439,Fashion,11,6,91,4852,Health & Beauty,418,17,False,46-55,High,0.5772,696.46,18,546,0,0
#285,57,Male,Rural,124646,Food,26,0,36,1392,Home & Kitchen,283,2,False,56+,High,0.171,295.12,3,0,1,0
#286,37,Male,Urban,85428,Travel,11,1,180,4005,Electronics,74,15,True,36-45,Mid,0.1686,3247.3,18,180,0,0
#287,52,Male,Urban,70601,Sports,27,8,68,3175,Apparel,355,46,True,46-55,Mid,0.7993,536.62,2,544,0,1
#288,42,Female,Suburban,97465,Fashion,11,9,41,3309,Home & Kitchen,497,29,True,36-45,Mid,0.8152,399.48,18,369,0,1
#289,52,Male,Urban,22539,Fashion,2,1,170,424,Home & Kitchen,328,48,True,46-55,Low,0.5238,77.56,27,170,0,0
#290,42,Female,Rural,122263,Sports,17,5,37,2093,Health & Beauty,535,22,False,36-45,High,0.6382,234.73,12,185,1,0
#291,46,Male,Urban,131487,Sports,9,0,115,4076,Electronics,580,4,True,46-55,High,0.3576,421.66,20,0,0,0
#292,35,Male,Rural,42669,Fashion,28,2,114,4912,Apparel,447,6,False,26-35,Low,0.3699,659.33,1,228,1,0
#293,63,Male,Urban,90968,Sports,28,1,192,2870,Home & Kitchen,373,38,True,56+,Mid,0.4876,461.66,1,192,0,0
#294,35,Female,Urban,40644,Technology,2,2,197,4472,Apparel,362,26,False,26-35,Low,0.4451,741.22,27,394,0,0
#295,19,Male,Urban,38745,Travel,29,4,79,2683,Books,93,11,True,18-25,Low,0.2714,1730.97,0,316,1,0
#296,52,Female,Urban,140852,Travel,24,9,71,3657,Home & Kitchen,321,26,True,46-55,High,0.6933,683.55,5,639,0,1
#297,33,Female,Rural,148081,Travel,15,5,43,3687,Home & Kitchen,324,17,False,26-35,High,0.4832,682.78,14,215,0,0
#298,58,Female,Rural,48228,Technology,16,8,96,251,Books,384,24,False,56+,Low,0.6788,39.22,13,768,0,0
#299,53,Male,Suburban,138358,Sports,25,9,123,1054,Health & Beauty,575,28,True,46-55,High,0.8547,109.98,4,1107,1,1
#300,50,Male,Rural,54521,Food,4,3,115,4454,Home & Kitchen,346,35,True,46-55,Low,0.5308,772.37,25,345,1,0
#301,21,Male,Urban,142788,Sports,8,6,65,2471,Apparel,103,31,True,18-25,High,0.48,1439.42,21,390,0,0
#302,50,Male,Suburban,117239,Fashion,9,5,122,1291,Electronics,215,13,False,46-55,High,0.3943,360.28,20,610,0,0
#303,31,Female,Suburban,46928,Travel,26,1,22,787,Apparel,192,35,True,26-35,Low,0.3628,245.94,3,22,0,0
#304,38,Female,Suburban,38322,Sports,26,9,193,409,Health & Beauty,194,16,False,36-45,Low,0.5563,126.49,3,1737,1,0
#305,37,Female,Urban,77714,Food,5,7,27,1602,Electronics,380,15,True,36-45,Mid,0.5813,252.95,24,189,0,0
#306,25,Male,Rural,107896,Fashion,16,6,191,3227,Apparel,403,43,True,18-25,High,0.7309,480.45,13,1146,1,1
#307,24,Female,Urban,82292,Technology,13,6,122,4668,Apparel,11,18,True,18-25,Mid,0.3449,25461.82,16,732,0,0
#308,20,Male,Suburban,49055,Technology,7,7,180,3467,Books,187,47,True,18-25,Low,0.6682,1112.41,22,1260,0,1
#309,34,Female,Urban,62891,Food,26,0,48,3495,Health & Beauty,15,37,False,26-35,Mid,0.2326,13980.0,3,0,0,0
#310,50,Male,Urban,101912,Fashion,20,0,198,913,Books,297,48,False,46-55,High,0.4667,184.44,9,0,0,0
#311,29,Male,Rural,26588,Travel,17,7,179,945,Electronics,411,48,True,26-35,Low,0.8058,137.96,12,1253,0,1
#312,39,Female,Rural,110536,Sports,3,3,88,1264,Books,585,49,True,36-45,High,0.7585,129.64,26,264,0,1
#313,39,Female,Suburban,26304,Fashion,5,4,155,4862,Health & Beauty,52,41,True,36-45,Low,0.4349,5610.0,24,620,0,0
#314,63,Female,Urban,27345,Technology,19,7,160,1867,Home & Kitchen,28,27,False,56+,Low,0.45,4000.71,10,1120,0,0
#315,47,Female,Urban,49300,Food,12,4,191,454,Home & Kitchen,577,35,True,46-55,Low,0.7052,47.21,17,764,1,1
#316,55,Male,Rural,44259,Food,29,9,39,1972,Electronics,17,45,False,46-55,Low,0.6338,6960.0,0,351,0,0
#317,55,Female,Urban,111006,Sports,27,3,107,2124,Home & Kitchen,351,35,False,46-55,High,0.5338,363.08,2,321,0,0
#318,62,Female,Urban,108553,Food,7,5,67,2917,Books,428,28,False,56+,High,0.6129,408.93,22,335,0,0
#319,25,Female,Urban,35352,Food,28,4,76,3932,Electronics,229,39,False,18-25,Low,0.5261,1030.22,1,304,0,0
#320,44,Male,Rural,149350,Fashion,9,6,80,4375,Health & Beauty,210,38,True,36-45,High,0.5865,1250.0,20,480,0,0
#321,44,Male,Suburban,53365,Travel,28,9,155,165,Electronics,431,9,True,36-45,Low,0.6515,22.97,1,1395,0,1
#322,51,Female,Suburban,39446,Sports,6,6,115,4366,Electronics,294,12,False,46-55,Low,0.4733,891.02,23,690,0,0
#323,38,Male,Urban,22336,Fashion,29,3,16,4190,Apparel,582,15,True,36-45,Low,0.5442,431.96,0,48,1,0
#324,47,Female,Suburban,82032,Travel,26,4,49,2621,Apparel,104,21,True,46-55,Mid,0.3404,1512.12,3,196,0,0
#325,50,Male,Rural,95415,Fashion,17,2,79,2681,Electronics,204,35,True,46-55,Mid,0.4087,788.53,12,158,0,0
#326,45,Male,Rural,117852,Fashion,16,3,77,1490,Home & Kitchen,53,42,False,36-45,High,0.4028,1686.79,13,231,0,0
#327,64,Male,Suburban,118876,Food,23,3,58,1230,Apparel,375,33,True,56+,High,0.5353,196.8,6,174,0,0
#328,50,Male,Suburban,27521,Travel,3,2,61,2586,Health & Beauty,54,19,True,46-55,Low,0.2208,2873.33,26,122,0,0
#329,22,Female,Urban,91707,Sports,21,9,123,934,Books,276,23,True,18-25,Mid,0.6481,203.04,8,1107,0,1
#330,36,Female,Suburban,43481,Sports,26,4,116,326,Apparel,335,13,True,36-45,Low,0.4258,58.39,3,464,0,0
#331,21,Female,Urban,38474,Travel,4,4,38,3615,Electronics,31,44,True,18-25,Low,0.4413,6996.77,25,152,0,0
#332,52,Male,Urban,66760,Food,10,6,158,4637,Home & Kitchen,135,1,True,46-55,Mid,0.3113,2060.89,19,948,1,0
#333,34,Female,Rural,75718,Technology,5,3,87,2543,Books,58,29,True,26-35,Mid,0.3245,2630.69,24,261,0,0
#334,61,Female,Rural,64629,Fashion,21,3,18,827,Apparel,105,24,True,56+,Mid,0.3208,472.57,8,54,1,0
#335,45,Female,Rural,65232,Food,22,8,184,3786,Home & Kitchen,266,16,True,36-45,Mid,0.5596,853.98,7,1472,1,0
#336,47,Male,Rural,106544,Travel,10,5,85,3722,Home & Kitchen,522,25,True,46-55,High,0.6493,427.82,19,425,0,1
#337,46,Male,Suburban,87169,Fashion,12,3,51,1136,Home & Kitchen,496,23,False,46-55,Mid,0.5438,137.42,17,153,0,0
#338,63,Male,Rural,147941,Sports,10,1,188,1932,Electronics,253,28,True,56+,High,0.3548,458.18,19,188,0,0
#339,23,Female,Suburban,70669,Technology,29,5,193,2840,Health & Beauty,295,47,False,18-25,Mid,0.6537,577.63,0,965,0,0
#340,52,Female,Rural,98021,Sports,13,1,188,592,Home & Kitchen,158,16,True,46-55,Mid,0.2241,224.81,16,188,0,0
#341,58,Female,Suburban,129153,Travel,11,4,137,1648,Books,549,43,False,56+,High,0.7387,180.11,18,548,1,0
#342,54,Male,Urban,89184,Fashion,22,5,29,1243,Apparel,67,38,False,46-55,Mid,0.4638,1113.13,7,145,1,0
#343,41,Male,Suburban,67945,Travel,16,3,164,4057,Books,299,11,True,36-45,Mid,0.3533,814.11,13,492,1,0
#344,46,Female,Suburban,33140,Fashion,8,2,175,3507,Electronics,463,3,False,46-55,Low,0.3605,454.47,21,350,0,0
#345,63,Male,Rural,146468,Food,8,6,81,739,Electronics,101,15,False,56+,High,0.3789,439.01,21,486,0,0
#346,48,Male,Suburban,103457,Technology,27,1,74,272,Books,56,1,False,46-55,High,0.0705,291.43,2,74,0,0
#347,52,Male,Urban,34357,Food,25,5,191,4454,Health & Beauty,332,7,True,46-55,Low,0.4254,804.94,4,955,0,0
#348,50,Male,Urban,131672,Food,8,3,122,4059,Electronics,393,1,False,46-55,High,0.3459,619.69,21,366,0,0
#349,38,Female,Rural,88673,Travel,13,5,33,616,Electronics,381,49,False,36-45,Mid,0.7166,97.01,16,165,0,0
#350,49,Male,Urban,141673,Technology,27,3,137,622,Books,92,32,True,46-55,High,0.3632,405.65,2,411,0,0
#351,40,Male,Suburban,85633,Fashion,2,3,184,2017,Electronics,447,9,False,36-45,Mid,0.4276,270.74,27,552,0,0
#352,50,Male,Urban,96943,Fashion,12,3,92,2986,Health & Beauty,109,29,False,46-55,Mid,0.3544,1643.67,17,276,0,0
#353,20,Male,Rural,116111,Sports,10,8,72,2264,Health & Beauty,317,26,False,18-25,High,0.652,428.52,19,576,1,0
#354,35,Female,Suburban,98258,Fashion,12,6,194,2029,Health & Beauty,168,23,True,26-35,Mid,0.4682,724.64,17,1164,0,0
#355,42,Female,Rural,32924,Travel,11,2,192,4045,Apparel,435,45,False,36-45,Low,0.6066,557.93,18,384,0,0
#356,59,Male,Suburban,89286,Food,15,2,69,2309,Health & Beauty,442,43,True,56+,Mid,0.5982,313.44,14,138,0,0
#357,48,Male,Urban,113269,Food,16,5,108,3883,Health & Beauty,218,29,False,46-55,High,0.4961,1068.72,13,540,0,0
#358,20,Male,Rural,147563,Food,17,5,71,2690,Apparel,222,38,False,18-25,High,0.5547,727.03,12,355,0,0
#359,57,Male,Rural,94071,Technology,26,3,39,4176,Home & Kitchen,528,33,False,56+,Mid,0.625,474.55,3,117,0,0
#360,63,Male,Suburban,77326,Fashion,2,8,31,1193,Electronics,278,7,False,56+,Mid,0.5104,257.48,27,248,0,0
#361,41,Male,Rural,110023,Travel,18,3,135,3980,Health & Beauty,569,12,True,36-45,High,0.5178,419.68,11,405,0,0
#362,49,Female,Suburban,140101,Technology,12,8,166,2594,Electronics,574,31,False,46-55,High,0.834,271.15,17,1328,1,0
#363,64,Male,Suburban,50651,Sports,19,3,178,2679,Books,466,32,True,56+,Low,0.5824,344.94,10,534,0,0
#364,39,Female,Suburban,90202,Travel,26,1,51,2588,Electronics,584,20,False,36-45,Mid,0.4988,265.89,3,51,0,0
#365,40,Female,Suburban,68777,Travel,23,1,107,2885,Apparel,30,17,True,36-45,Mid,0.1553,5770.0,6,107,0,0
#366,19,Male,Urban,36994,Travel,18,4,40,2858,Electronics,359,36,False,18-25,Low,0.5836,477.66,11,160,0,0
#367,44,Female,Suburban,87263,Food,17,3,167,1674,Electronics,288,3,False,36-45,Mid,0.2968,348.75,12,501,0,0
#368,59,Female,Rural,79634,Travel,6,6,121,2473,Electronics,86,1,True,56+,Mid,0.2826,1725.35,23,726,0,0
#369,19,Female,Urban,120158,Fashion,25,4,155,4090,Home & Kitchen,234,27,True,18-25,High,0.4541,1048.72,4,620,0,0
#370,43,Female,Rural,30800,Travel,15,5,131,4945,Home & Kitchen,313,47,True,36-45,Low,0.6643,947.92,14,655,0,1
#371,34,Female,Urban,57823,Food,3,9,26,1193,Books,365,40,True,26-35,Mid,0.8066,196.11,26,234,0,1
#372,57,Female,Suburban,128575,Travel,6,3,47,1289,Apparel,269,33,False,56+,High,0.4732,287.51,23,141,0,0
#373,50,Male,Urban,83878,Sports,3,1,151,2789,Electronics,131,20,True,46-55,Mid,0.2333,1277.4,26,151,0,0
#374,26,Female,Urban,38708,Sports,29,9,119,4195,Electronics,351,14,True,26-35,Low,0.6359,717.09,0,1071,0,1
#375,60,Female,Rural,32819,Food,1,8,193,1975,Electronics,180,36,True,56+,Low,0.6342,658.33,28,1544,0,1
#376,56,Female,Rural,94905,Fashion,13,9,31,3506,Electronics,480,5,False,56+,Mid,0.6552,438.25,16,279,0,0
#377,46,Male,Suburban,83870,Fashion,28,6,65,1887,Home & Kitchen,163,23,False,46-55,Mid,0.4652,694.6,1,390,0,0
#378,59,Female,Urban,29283,Technology,21,3,128,4032,Books,96,45,False,56+,Low,0.4468,2520.0,8,384,0,0
#379,43,Male,Urban,50573,Food,26,2,156,1707,Health & Beauty,510,15,False,36-45,Low,0.4631,200.82,3,312,0,0
#380,52,Female,Urban,98707,Travel,14,9,66,3848,Apparel,365,6,True,46-55,Mid,0.5941,632.55,15,594,0,0
#381,42,Male,Suburban,50933,Food,13,2,181,148,Electronics,353,33,False,36-45,Low,0.4836,25.16,16,362,0,0
#382,41,Male,Suburban,25774,Technology,27,8,44,3961,Books,436,19,True,36-45,Low,0.678,545.09,2,352,0,1
#383,30,Female,Suburban,92055,Food,4,4,123,2280,Health & Beauty,83,13,False,26-35,Mid,0.278,1648.19,25,492,0,0
#384,24,Female,Suburban,30983,Food,7,2,134,3146,Books,225,29,True,18-25,Low,0.3835,838.93,22,268,0,0
#385,53,Male,Suburban,116468,Technology,22,4,138,2933,Home & Kitchen,412,6,True,46-55,High,0.4272,427.14,7,552,0,0
#386,62,Female,Rural,116334,Fashion,10,1,61,1497,Health & Beauty,118,15,True,56+,High,0.1944,761.19,19,61,0,0
#387,37,Male,Urban,38133,Travel,7,3,94,3926,Books,482,16,True,36-45,Low,0.4918,488.71,22,282,1,0
#388,18,Male,Urban,145555,Technology,21,9,174,4674,Home & Kitchen,192,24,True,18-25,High,0.6051,1460.62,8,1566,0,0
#389,25,Male,Urban,34939,Sports,15,1,74,931,Books,591,23,False,18-25,Low,0.5217,94.52,14,74,0,0
#390,63,Male,Urban,20781,Fashion,15,1,188,2797,Books,590,48,True,56+,Low,0.6774,284.44,14,188,0,1
#391,33,Male,Urban,134586,Sports,4,7,138,4877,Health & Beauty,107,10,True,26-35,High,0.39,2734.77,25,966,1,0
#392,31,Female,Urban,76700,Fashion,23,0,30,2835,Home & Kitchen,382,41,True,26-35,Mid,0.4728,445.29,6,0,0,0
#393,29,Male,Urban,47624,Travel,23,6,190,181,Electronics,390,41,True,26-35,Low,0.7108,27.85,6,1140,0,1
#394,40,Male,Urban,26823,Travel,6,4,25,186,Apparel,244,49,False,36-45,Low,0.5974,45.74,23,100,0,0
#395,32,Female,Rural,38489,Food,24,7,132,2163,Health & Beauty,585,17,False,26-35,Low,0.714,221.85,5,924,0,0
#396,45,Male,Urban,138555,Sports,20,0,70,921,Home & Kitchen,468,49,True,36-45,High,0.5732,118.08,9,0,0,0
#397,51,Female,Rural,59961,Fashion,26,6,63,262,Books,538,44,True,46-55,Mid,0.8163,29.22,3,378,0,1
#398,19,Female,Suburban,139664,Travel,5,4,177,3839,Home & Kitchen,210,45,True,18-25,High,0.5525,1096.86,24,708,0,0
#399,49,Female,Urban,49118,Technology,20,3,35,2497,Apparel,73,30,True,46-55,Low,0.3395,2052.33,9,105,0,0
#400,40,Male,Suburban,120417,Travel,12,6,89,2032,Apparel,309,44,False,36-45,High,0.6821,394.56,17,534,0,0
#401,39,Male,Suburban,101816,Technology,1,9,74,2828,Electronics,590,46,False,36-45,High,0.976,287.59,28,666,1,0
#402,42,Male,Suburban,42263,Fashion,28,1,109,3635,Electronics,186,10,True,36-45,Low,0.203,1172.58,1,109,0,0
#403,39,Female,Rural,33565,Travel,8,0,83,3546,Apparel,253,19,True,36-45,Low,0.2597,840.95,21,0,0,0
#404,39,Male,Suburban,40354,Travel,1,0,180,2890,Health & Beauty,13,29,True,36-45,Low,0.1814,13338.46,28,0,0,0
#405,59,Female,Suburban,62951,Fashion,5,0,26,2807,Health & Beauty,299,2,True,56+,Mid,0.1804,563.28,24,0,0,0
#406,23,Male,Suburban,111179,Travel,22,4,130,4033,Books,76,36,True,18-25,High,0.4177,3183.95,7,520,1,0
#407,32,Female,Urban,43648,Technology,6,9,196,3485,Electronics,51,19,False,26-35,Low,0.4912,4100.0,23,1764,1,0
#408,60,Male,Urban,70729,Travel,29,6,32,1022,Books,149,7,False,56+,Mid,0.357,411.54,0,192,1,0
#409,54,Male,Rural,61971,Sports,21,1,144,2275,Electronics,122,26,True,46-55,Mid,0.2655,1118.85,8,144,0,0
#410,50,Male,Rural,38658,Food,3,9,181,1682,Apparel,211,15,False,46-55,Low,0.56,478.29,26,1629,0,0
#411,25,Female,Urban,41253,Technology,15,7,190,664,Health & Beauty,280,47,False,18-25,Low,0.7227,142.29,14,1330,0,0
#412,61,Female,Rural,84166,Sports,5,3,80,3358,Health & Beauty,538,38,False,56+,Mid,0.6622,374.5,24,240,1,0
#413,61,Male,Urban,68563,Fashion,28,2,117,2697,Apparel,156,3,True,56+,Mid,0.1806,1037.31,1,234,1,0
#414,22,Male,Suburban,46390,Technology,24,9,88,2600,Books,238,38,False,18-25,Low,0.7196,655.46,5,792,0,0
#415,56,Female,Suburban,108664,Food,14,7,171,4666,Books,376,16,False,56+,High,0.5852,744.57,15,1197,0,0
#416,21,Female,Rural,71578,Food,18,1,55,1087,Home & Kitchen,82,2,True,18-25,Mid,0.092,795.37,11,55,1,0
#417,23,Female,Urban,99025,Fashion,16,2,87,3736,Electronics,492,31,False,18-25,Mid,0.5525,455.61,13,174,0,0
#418,62,Male,Urban,123850,Fashion,6,2,25,323,Books,356,28,True,56+,High,0.4541,54.44,23,50,0,0
#419,49,Female,Rural,52658,Technology,25,9,80,450,Apparel,273,7,False,46-55,Low,0.5464,98.9,4,720,0,0
#420,47,Male,Urban,26852,Travel,24,0,105,2028,Books,580,30,True,46-55,Low,0.5201,209.79,5,0,1,0
#421,64,Female,Suburban,147282,Fashion,14,5,156,448,Health & Beauty,44,43,True,56+,High,0.4816,610.91,15,780,0,0
#422,52,Male,Rural,114986,Travel,27,1,11,4377,Electronics,573,7,False,46-55,High,0.4111,458.32,2,11,0,0
#423,57,Female,Rural,22551,Sports,24,0,19,4832,Home & Kitchen,123,36,False,56+,Low,0.2897,2357.07,5,0,0,0
#424,33,Female,Urban,91947,Food,8,1,187,1117,Electronics,349,29,True,26-35,Mid,0.4173,192.03,21,187,0,0
#425,30,Female,Rural,81001,Travel,29,5,134,2326,Health & Beauty,330,24,True,26-35,Mid,0.5305,422.91,0,670,0,0
#426,59,Female,Urban,69159,Food,7,3,90,4967,Health & Beauty,409,39,False,56+,Mid,0.5928,728.66,22,270,0,0
#427,47,Female,Urban,142775,Travel,8,5,149,4224,Health & Beauty,323,4,False,46-55,High,0.4014,784.64,21,745,0,0
#428,36,Male,Urban,71707,Sports,13,8,79,2519,Health & Beauty,111,29,False,36-45,Mid,0.55,1361.62,16,632,1,0
